web-scraper-order,web-scraper-start-url,Product name,author,title,date,content,rating,Page no next,Next Page,Next Page-href
"1693623570-73","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Arthurian Tapestry","Surprisingly, this is the best kindle for me!!!","Reviewed in the United States on June 25, 2023","Just when the trend is going to bigger screens like the kindle scribe, I find myself leaning towards portability. In short, being able to carry my library literally in my pocket.

I’ve had several iterations of the e-ink kindles over the years, my least favorite being the popular paperwhite with which I’ve always encountered quality control issues and have always duly returned.

My favorite e-ink device for years was the kindle touch 4rth generation which looked better than any of the paperwhites I’ve ever come across with a rich text that made it pleasant to read, even though it has only 167 ppi. The Voyage with increased ppi replaced this, and I must confess that this had the best and richest contrast of a screen I’ve experienced ever. The Voyage truly makes look the paperwhites and some of the Oasis’ (not all) look blurry in comparison.

But with kindle basic, the richness of the text pops out from the screen and is a joy to hold, feeling even lighter and more portable than the Voyage. I hope amazon always keeps these nice smaller and lighter units, even if the device has to sacrifice the page turn buttons to do so.

I chose the denim, and truly love it. This reader seems to capture the best features of my previous kindles in terms of screen quality and size and portability.

I suspect that the rich screen contrast of this basic kindle is due in no small part to the lack of the waterproofing which adds another layer between the eye and the text (from what I have gathered in the forums).

Also, there is less lighting on this kindle. Personally, I would not have minded if they had done away built in light altogether and made a lighted case like they did with kindle touch. I did a comparison of the kindle touch with lighted cover alongside this kindle and the oasis with the warm light, and the kindle touch beat them all with maintaining clarity and crispness of of text. I don’t use the light much on the kindle, as I never seem to get the setting where I enjoy the clarity of the text. Using a reading light, like the ones you clip on a book, are much better imo. Thus, I don’t miss the warm light of the Oasis.

Suggestions to improve this kindle: Add the animated page turns, maybe a way to vertically scroll on the pages. I would also love a kindle home button like the kindle touch. But that’s it really.

Sidenote: In regard to waterproofing. Over the years, I’ve taken my non waterproof Voyage everywhere from beaches to swimming pools, and never experienced trouble, so if waterproofing really takes away from the quality of the screen, let the Oasis or paperwhite keep that market.

Additional sidenote: the kindle covers to this unit are reasonably priced and the blue cover matches the denim unit perfectly.

This kindle as a basic has just about everything I could wish for, namely in size and portability and clarity and contrast of text.","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-74","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Annie Freeman","Perfect for reading at night!","Reviewed in the United States on July 19, 2023","I grew up always reading in bed and just reading until I couldn't keep my eyes open anymore.  My wife is very sensitive to light in the bedroom though; she can tolerate my phone on lowest light and night setting but not the brightness of any book lights I've bought.  This is a perfect solution, and you can set it to dark mode such that the words are white and the page is black, which creates even less light overall and feels even easier on my eyes in the dark.

I also love the experimental browser.  I usually only read my news, not watch it, and I read from a lot of different sources.  Going to the news sites themselves is a lot for the browser, AP News can't ever load on mine while CNN generally can, but instead it works perfectly to Google the news source, go to the news tab where all of their articles will show up, click on what you want to read, and then go into articles mode.  It may seem like a mess to do, but the extra steps don't take long at all, and it's so much easier on my eyes to read articles on the Kindle as opposed to off of my phone.

I also love that you can access e-books from the public library on the Kindle.  You can find the e-book you want from your library, and it will take you to a link to rent it via Amazon so that it will appear on your Kindle and disappear when your check-in date comes.

I should have bought a Kindle years ago, but I also had renewed interest now with the browser, and it has met my expectations in allowing me to read news and books without waking my wife.","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-75","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Kati","Good overall","Reviewed in the United States on July 29, 2023","Overall, I love my kindle.

THE BAD:
The only thing that I really hate, is the store. The store is incredibly slow and glitchy. It takes forever to get to the book you want just because it freezes and glitches so much. Once you’ve found the book you want, downloading the book is very fast and easy - sort of makes up for the store being terrible. I usually just stay in the book once I have it downloaded, until I finish the book - I don’t exit out of the book each time I’m done reading - just because I don’t want to deal with the store and the library each time.

THE GOOD:
Once you are in the book and reading it - it is amazing. It is so convenient and I love that there are so many customization options (fonts, font sizes, 25 brightness levels, etc). My absolute favorite thing about the kindle is that it literally stays charged forever. I read for about 2 or 3 hours every day. I received my kindle at the beginning of July, charged it fully at that time - and I haven’t charged it since (today is the 29th of July) - it’s still on 58% charge. It has truly shocked me how long this thing stays charged. I love it.

MIXED FEELINGS:
It takes some time to get used to. When you “turn it off” - the screen is darker but it stays on with recommendations of other books. I was honestly quite confused when the screen didn’t go black or “turn off” how normal phones or iPads do. This took some time to get used to and I’m still not sure how I feel about it. But overall, I really enjoy reading on my kindle - I just wish they would make the store and library a bit faster and less glitchy.","4.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-76","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","PhotoGraphics","Is this really all you need","Reviewed in the United States on July 14, 2023","With over 7000 reviews of this model if you find mine it may not be what you expect. I find that most reviews of this line of readers almost always come from avid users of the brand who either are excited about certain improvements or angry that it's not what it used to be. I actually had one of those original ones with the keyboard and it was dead for a long time. I had a new battery put in, knowing that I could have bought a brand new one for the same price, and it was still dead. I think eventually the e-ink simply gives up and can't make an image. It's shame because those were pretty nice units. Before I bought this one on sale on Prime Day I read an excellent article about e-readers as a category, not just Kindles, and learned some solid truths that weren't written by a press agent. Once this model was introduced the more expensive ones really don't buy you much more in dollar value and some of the so called features can really work against you. There's no escaping it - to be able to just grab your Kindle anywhere at any time this model is all you need and easily the most convenient. The quirks? Sure we all know about them and after all these years and with all of the advances in technology they are massively overpriced and under engineered. But it is a continuous profit stream for them so why mess with it? At the sixty-four bucks I got this for it is only about three times overpriced, they should be going for no more than twenty five bucks and the accessories are through the roof as well. But if you really want to tote a couple of hundred books around with you and have them fit in your pocket, there is still nothing better than this basic model.

YES NO MAYBE

For the closing argument I gathered the three most often cited complaints, or negatives, about the basic Kindle and being an owner here's my opinion on them. No waterproofing (oh really, and just how many paper books have you read in the swimming pool?)  No color temperature adjustment (same question, when was the last time you read a paper book and changed the color of the page from white to orange?) And finally, raised bezel design (no really, this is among the top three complaints, I can't even come up with a comeback for that one, Virtually every TV and computer monitor screen has a bezel, why did it get to be a problem if your Kindle has one?

Stop reading other people's opinions and buy one and go sit under a tree and read an interesting book.","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-77","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Keturah Moten","Good investment","Reviewed in the United States on August 21, 2023","I’ve seen so many TikTok videos on a kindle and I was very influenced to buy one and I don’t regret it!! If you love reading just get one. It’s a good purchase and you can get thousands of books!! I have kindle unlimited and it’s the best. Even without it you can get books from you library and transfer them to your kindle for free!!

The back light is the best. It could be pitch black in my room and even with my kindle brightness all the way down I can still see just fine. Sometimes it’s brighter than I need it to be but it’s the best.
Again, If you love reading, get a kindle. It’s a good investment and cheaper in the long run if you always buy physical books!!

The battery life is amazing. I charged it one time and it lasted a whole week. It’s small enough to fit in my hand but big enough to read","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-78","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","RMWARZ","My Old Eyes are Thanking Me","Reviewed in the United States on August 16, 2023","For about 15 years, I happily read eBooks through apps on my phone or my 2-in-1 tablet computer.  Lately, my aging eyes have found the print on the phone screen too small, and my hands and arms have found the tablet tiring to hold.  As a result, my reading sessions were getting shorter and shorter.  When Prime Day rolled around, I took advantage of the bargain price to purchase a basic Kindle.  The e-ink screen is easy on my eyes, and the device’s light weight makes it comfortable for me to hold, especially since I have very small hands.  Set-up was a cinch.  Perhaps because of long experience with e-reading apps, I found customizing fonts and layout easy and tapping to turn pages second nature.  Thanks to the Kindle, I am reading much more again, and that makes me happy since I’ve been a voracious reader all my life.","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-79","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Sofia","I love my kindle","Reviewed in the United States on August 19, 2023","I was debating for a long time if I should get the paper white or this kindle. I ultimately decided on the kindle basic and I honestly think it’s perfect for me. Don’t get me wrong the sleek look of the paper white is great. But for me the size of the kindle basic was perfect. I have very small hands but I can comfortably hold my kindle with a pop socket and not get tired. Not very laggy and does everything every other kindle does so unless you plan on reading under water this does pretty much what paper white can do for cheaper. I mean just look at how cute my kindle looks 🤭🤭🤭 (if you mostly like to read manga I recommend the paper white because this kindle is quite small and the writing can be hard to read or some scenes may be hard to see) I love my kindle and so far I’m 3 books in and have had it for only 2 days 💀💀🤚🏽","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-80","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","KindleCustomer","Best Little E-Reader!","Reviewed in the United States on July 20, 2023","The first thing that grabs you is the size.  Small and sleek at 6"", it delivers a lot.  Over the pandemic my Kindle Keyboard and Amazon Fire Tablet both stopped working due to dead batteries.  I had initially investigated replacing the batteries but then decided to get myself a new Kindle because I missed my e-reader experience.  I did a lot of research, watched a lot of videos and read a lot of reviews before making this purchase.  I was always impressed with the anti-glare screen of the Kindle Keyboard and wanted something similar.  Since I was familiar with the user interface for the Fire Tablet, I did not want a device that would hamper my reading due to the glossy finish, glare and reflection.  What sold me on the Kindle Basic (2022) was the size, the storage and the display.  It made perfect sense for me to get a replacement that I am able to carry around.  It fits nicely into a pocket or purse and is extremely light.  I was lucky to take advantage of Prime Day and got it at a steal of a deal.  It was delivered in 3 days!  I would highly recommend getting a case with the device for added protection.  The case shown in the pics was also purchased on Amazon.  If you are on the fence about this, stop hesitating and get it without delay!","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-81","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Taylor Williams","i love it!!","Reviewed in the United States on July 18, 2023","i ordered this on prime day in hopes that it’ll help me read more. i got this about four days ago and i’ve read two books since i opened it!! i love it, it’s easy to customize your reading experience and i love easily checking my progress in a book at the bottom. two things i have noticed: when you’re trying to do anything other than just flipping the pages or highlighting passages it’s kind of slow. it takes about a second to respond to touches and you’re also not able to continuously scroll, but both of those things are easy to get past because it doesn’t interrupt your reading experience. the other thing is the battery; it says the battery lasts weeks but i did charge it to 100% last night and after ~12 hours it’s at 50% when i haven’t used it at all. this also really isn’t a big deal to me, the battery doesn’t drain like crazy and i can just charge it as needed but it is false advertising. that might just be from it showing ads while on sleep mode though. i did have to find a youtube video on how to get back to the home screen from a book lol. overall, very worth it, especially with the 3 months free kindle unlimited it comes with. on the listing there were two options, one for the 3 months free and one without and it wouldn’t let me choose the one with the free trial, but when i booted up the kindle it gave me the free trial anyway. i have no real complaints, everything i mentioned is so easy to get past since it is such a small device and can’t be expected to be way powerful, i got it for a good price and will be getting a lot of use out of it!!","4.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623570-82","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Debby","Awesome","Reviewed in the United States on July 14, 2023","Super lightweight, feels good in the hand, responsive enough screen, setup was quick and easy. Charged from 50% out of the box to full in maybe 15 minutes; the backlight will obviously drain it significantly faster, but with the backlight off I went through an entire chapter and it didn’t go down at all. The backlight goes from imperceptible glow at 1 to obnoxiously bright at max; there’s basically no reason to get a paper white anymore unless you just want the waterproof body and a slightly bigger screen, but it’s obviously heavier too. The 300 ppi screen is phenomenal, I couldn’t even notice any pixelation with a magnifying glass; it looks and almost kind of feels like paper. I’ve used older kindles in the past but this is the first one I’ve actually purchased. Even with the textured body and matte screen this thing seems to absorb fingerprints like a sponge, but they’re not noticeable in dim/low light, but it looks like my toddler was playing with it in full lighting. It wipes down clean easily with a dry cloth though; I just hate having smudges on things, but this is going to be in your hands, so it’s inevitably going to have them. I ordered a grip that attaches to the top/bottom or any of the corners so I can hold it lying on my back easier but it hasn’t arrived yet; no hand fatigue holding it as is since it’s so lightweight, but I don’t like getting hit in the face with things in my hand if I nod off. Overall 5/5 I’d recommend it to anyone looking for an e-reader.","5.0 out of 5 stars","3","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2"
"1693623575-83","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Leslie P.","Perfect for a first time Kindle user","Reviewed in the United States on August 24, 2023","I bought this Kindle so I wasn’t squinting using my phone or using my heavy iPad mini for reading. This is my first Kindle I have purchased. It’s on the basic side, easy to navigate settings and very light in the hand. I do use the Kindle app on my phone to load my library up because it’s faster and easier to use, but the Kindle syncs perfectly once you a turn it on.  I recommend this for anyone wanting to start out in the Kindle world or just need a basic one for reading wherever. It’s the perfect size to fit in a purse or bag as well. Battery life is really good. So far I have had no issues with this Kindle and am very happy I made the purchase!","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-84","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","AM","Love the back light & size","Reviewed in the United States on August 6, 2023","If your on the fence about size, which I was, or Fire versus Paper White background, I personally read a ton more with a paper white then I did the Fire. So when it came time to trade in I went paper white over Fire. The battery is absolutely phenomenal & if it's just for reading the thin, slim 6 inch size is absolutely perfect. The 10 inch Fire is great if you want it for media too, like movies & such. The 8 inch I thought would make a difference to me but I'm way happier with the smaller size for travel & holding it. The back light is wonderful with dark & light modes & adjustable brightness for both, making reading at night easy.

The huge take aways for me: super light, easy to hold & easy to carry. It's not too much for an e-reader where-as the Fire was a bit much. I only ever used it to read. I've had issues switching to an e-device for reading & the paper white has helped me ignore it's not a book. It's better. & I never thought I'd say that.","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-85","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Leilani","Good Investment!!! Wonderful device","Reviewed in the United States on July 17, 2023","I honestly love my kindle! I opted for the basic one as I do not need all the bells and whistles, I'm more of a passive reader. I also got the three months free of Kindle Unlimited, it's opened me up to more genres and authors.

Now, about the kindle. It's so straight forward it's insane. The simplicity is what's most charming about it. The display is to die for, it feels like reading a real book. Perfect for travel, it's compact and light. And you can decorate it! I think that's the most fun part. Cases, popsockets, stickers. The works.

All in all, it is a very useful gadget. If you read a lot, you can have all of your books at your fingertips and it won't make your bag anymore heavier. If you're a passive reader like me, it can motivate you to read more! It's cute too! I would say to wait for a sale, I got mine on prime day. Also take a look at the other models (there's a model for note-takers, bathtub readers...). But definitely look into it, read more reviews, and do your research! I do hope this helps anybody interested in a kindle ❤️.","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-86","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Aubrey Anderson","Perfect size for my purse. No glare. User friendly.","Reviewed in the United States on August 16, 2023","The BIGGEST thing I love is all the difference texts, sizes, margin & spacing options. Genuinely helps me read much much easier & faster. I’m a bit dyslexic. So that’s made my eyes incredibly happy! The size is perfect for my purse. I take it everywhere! I pull my kindle out before my phone if I'm waiting anywhere. What!? Yes. Very user friendly. I’m not a tech gal so it’s great for me. It’s thin & comfortable for my hands. Light adjustable & day to night mode. Glad I signed up for the 3 free months of KU (kindle unlimited). I’ve been reading nonstop, guys. Happy happy lady! Very satisfied customer. 10 out of 10 would recommend. You won’t regret it!","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-87","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","doomguy","My favorite Kindle yet.","Reviewed in the United States on July 22, 2023","This is my third Kindle since I starting using them years ago. My second one -- a paperwhite I think -- lasted over ten years (and was still lasting, I just decided it was time to upgrade), so I was confident that getting another one would probably give me another decade of solid reading performance. And again, the Kindle just impresses. I went with this one instead of the newer paperwhites because of two reasons: first of all, I actually like the size of this one compared to the paperwhite. The small form factor is perfect; it's easy to carry around and travel with, whether in a suitcase or a pocket, and it's comfortable to hold and read on for hours at a time. The second reason was for the matte finish. I can't stand fingerprints and smudges on my devices, and that really turned me off of getting the paperwhite. People say that this one doesn't feel as premium without the flush face, but I disagree. This Kindle version DOES feel premium, but in a simplistic and minimal way -- that doesn't get fingerprints all over it! If you're concerned at all about the smaller size compared to the paperwhite, don't be. If I had to choose between the two tomorrow, I'd go with this one again.","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-88","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Mister Sir 31459","Very Nice display, good battery, easy to side-load","Reviewed in the United States on August 5, 2023","I was a little nervous that because these aren't called ""paper-white"" that they won't have the same type of display as the earlier ones.  But I am very happy with it, you can turn off the backlight and see the words perfectly in full sunlight or in a regularly lit room, so its obviously the same technology as the earlier kindle screens.

As others have mentioned, I wouldn't bother paying extra for the ""ad free"" version. The ads are only shown when its locked. Battery lasts forever, even when reading with the backlight.

You can plug it into your computer with the USB cable and it shows up like a jump drive, so you can directly copy .AZW files onto it. Haven't tried .mobi or .epub files yet, but even if they won't work directly Calibre can seamlessly convert them to AZW format.

the built in web-browser is not particularly usefull.","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-89","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","GT Cheng","Does the job at an excellent price","Reviewed in the United States on August 22, 2023","During this year's Prime Day event, I finally gave up waiting for a new model of the Oasis and bought this as a ""temporary"" replacement.  Now I'm not sure I'll bother upgrading if a new Oasis is released.  I haven't really missed the physical page turn buttons as much as I thought I would, and this model is extremely light and easy to hold.  It was also nice to replace one more micro-USB device with a USB-C one.  And the battery life is AMAZING.  It was weeks before I needed to charge for the first time.","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-90","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Lori Chumbley","Makes reading even more fun!","Reviewed in the United States on July 20, 2023","Just love it! I was very hesitant to try another e readers after having one when they first came out years and years ago and I hated the screen for reading. I always said I was a physical book person! But prime day sucked me in and I decided for the deal I would give it another go!

It’s great! I described it to my coworkers as being fun! I love the way it feels in my hand so small and lightweight! The screen is enjoyable to read off of and I just love that I can see definition for words and I can be reminded who characters are! I really think this is going to take my reading game to the next level! Sounds silly and everyone says it, but I think I read faster. Plus I love that I can use the Libby app!

The battery seems to last a while, honestly haven’t charged it since I started using it. The ads only play on the Lock Screen so no pop ups while you’re reading. It seems to update and restart often, but never when I’m reading. So much easier to carry around than a book! If you’re hesitant, I definitely recommend just giving it a go!","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-91","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","Billie","So far, so good","Reviewed in the United States on July 17, 2023","I've only been using this for a week, and I've only charged the battery when I got it. What I don't like is the swiping. Left and right for the pages, down from the top for one menu and up from the bottom for another, but worse is the tap on the top for another menu.

A bonus is the text to speech, First off, it doesn't freak out when jostled like the fire tablets. But it's blue tooth only, it has NO speakers. But was really sucks about it, it is hard, VERY hard to control. It takes patience and finesse to set it up into text-to-speech mode, and even more to get it back into regular reader mode, because of this, I will have to keep using the fire tablets for that option.

August 1, 2023, update:
Not even a month in and I've already had to charge it three times, once when I got it, a weekish and a half ago, and it's sitting on the charger right now. I'm only using it for about an average of an hour a day, (bedtime reading), and the light isn't full blast. I'm lucky if it makes it for 2 weeks let alone the 6 weeks they bragged about.

The fourth star is starting to fade away....","4.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-92","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Without Lockscreen Ads - Black","cywells","Nice and basic ereader","Reviewed in the United States on August 27, 2023","I bought this on sale during Prime days because I wanted a reader that was bigger than my phone but smaller than my tablet. This fits the bill. It’s super lightweight and the battery lasts forever. There are no bells and whistles so you’ll be disappointed if that’s what you’re looking for. I bought the model with ads to keep the cost down and I’m not bothered by them on my lock screen. It does prevent me from changing the lock screen to my book cover but I can live without that for the lowered price.","5.0 out of 5 stars","4","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
"1693623575-93","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/","","","","","","","","Next page→","https://www.amazon.com/kindle-the-lightest-and-most-compact-kindle/product-reviews/B0B92489PD/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3"
